"Latitude (dec degrees lat-lon)","Longitude (dec degrees lat-lon)","Line","Station","Year","Month","Day (day)","anoSST","rlduration","Nitracline (m)","IntChla (mg/m²)","IntPP","Chlalow1um","Chla1-3um","Chla3-8um","Chla8-20um","ChlaLarger20um","DivinylChla","Fucoxanthin","Hexanoyloxyfucoxanthin","Prochlorococcus (number/ml)","Synechococcus (number/ml)","HeteroBacteria (number/ml)","Picoeukaryotes (number/ml)","ZooDisplace","calanoid","eucalanids","harpacticoida","poecilostomatoids","oithona","nauplii","euphausiids","pyrosomes","salps","doliolids","Sardine-egg","Anchovy-egg","Sardine-larvae (num/10m²)","Anchovy-larvae (num/10m²)"
"32.32286","-121.71457","87","80","2016","4","9","1.2179603825918","1","","","","0.13459280690833","0.27399038371694","0.15750468533979","-0.1807831485975","0.19371859802158","","","","0.076753070827485","0.086874441330893","-0.061245751834655","-0.11937286317736","0.330846135","","","","","","","","","","","","","",""
"32.34637","-118.55423","93","45","2015","11","29","1.4610063238405","11","0.070870722026784","-0.094226717","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.34637","-118.55423","93","45","2020","7","13","2.1916173214748","8","","0.570478709","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.34637","-118.55423","93","45","2020","7","14","1.8299478943229","9","","","","0.06266601123535","0.58673595810626","0.32016362856901","0.74562391573074","0.84519517852234","","","","","","","","","","","","","","","","","","","","","",""
"32.41795","-119.95935","90","60","2016","11","11","2.4617101205124","9","","","","","","","","","-0.034178838060162","-0.10377591192791","-0.32891280355456","0.28973132229223","-0.038674579351353","0.12395425411252","-0.095658740132014","","-0.27756778983993","0.86391049227456","0.90674356059816","-0.91213733769208","-0.29438022335919","-0.54034020494512","0.63868741172372","-0.40771406766358","-0.38477671480293","-0.7416645153522","","","",""
"32.41795","-119.95935","90","60","1983","1","26","1.4787286345893","15","0.72046885864629","0.016207329","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.41795","-119.95935","90","60","1983","12","7","1.6609749231419","4","0.79658805578697","-0.103203351","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.41795","-119.95935","90","60","1992","4","19","2.0288116734314","9","0.5856774216772","-0.158679185","0.082773731","","","","","","","","","","","","","-0.131772006","","","","","","","","","","","","","",""
"32.41795","-119.95935","90","60","2016","11","10","2.378179515","8","-0.13222534989803","0.172788713","0.219817225","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.41795","-119.95935","90","60","1998","6","19","1.7485678816771","3","","-0.081060051","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.41795","-119.95935","90","60","1998","6","18","1.90075754292","2","","","","","","","","","","","","","","","","-0.309475975","","","","","","","","","","","","","",""
"32.41833","-119.96","90","60","1992","4","19","2.0288116734314","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.5038861154746"
"32.5","-121.25","87","74","2016","4","9","1.2266597103962","1","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.1021296827341","","",""
"32.5","-121.5","86","76","2016","4","9","1.2179603825918","1","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.72459050679971","","",""
"32.5","-123","83","93","2016","4","11","1.7161493630883","9","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.90244198169448","","",""
"32.51304","-118.21386","93","40","1984","7","7","2.526606076841","3","0.22476038756429","0.008024448","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.51304","-118.21386","93","40","2020","7","13","2.3516896358373","8","","0.329212154","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.51304","-118.21386","93","40","2018","6","10","1.5045961717974","2","0.13314458762381","0.346603667","","-0.00081863272143334","0.11820731703642","-0.10142750897711","0.20659570336015","0.23037920549027","","","","0.14848980562425","0.57100528445037","0.030043736809965","0.10641685146455","","","","","","","","","","","","","","",""
"32.51304","-118.21386","93","40","2020","7","14","2.09008124522","9","","","","-0.016266565638254","0.0020985613586946","0.24677550613382","0.49149137552806","0.8753334182658","","","","","","","","","","","","","","","","","","","","","",""
"32.51304","-118.21386","93","40","2014","7","6","1.9752642110532","2","-1.4123027688365","-0.438308504","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.51304","-118.21386","93","40","2014","7","7","1.9568962020337","3","0.2219641559047","-0.190911541","","-0.21493567647414","-0.21031260675336","-0.30556992092288","-0.39324009971849","-0.8383800109562","","","","-0.16720703680831","-0.27348620524824","-0.33495485747768","-0.33200330955803","","","","","","","","","","","","","","",""
"32.51333","-118.215","93","40","1991","2","27","1.6167661576721","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9525985417737","-1.8189586295153"
"32.51333333","-118.2116667","93","40","2014","7","7","1.9568962020337","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.6581204285554",""
"32.51333333","-118.2133333","93","40","2018","6","10","1.5045961717974","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.12847536320565"
"32.57833333","-122.8116667","83","90","2016","4","11","1.8094164110582","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.1649800181587",""
"32.57842","-122.81173","83","90","2016","4","11","1.8094164110582","10","","","","-0.19605217288111","-0.25315155810578","-0.33566017713803","-0.43814654451062","-0.31399638344233","","","","0.027424114295464","-0.47814046912967","-0.08187045450657","-0.40770879959216","-0.185257604","","","","","","","","","","","","","",""
"32.57842","-122.81173","83","90","1992","10","5","1.5434945488872","5","0.19994209875544","-0.085085048","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.57842","-122.81173","83","90","1992","10","4","1.5433385090235","4","","","","","","","","","","","","","","","","-0.035997424","","","","","","","","","","","","","",""
"32.57842","-122.81173","83","90","1984","2","19","1.4034280719719","6","0.68613738646998","-0.323381446","-0.057984179","","","","","","","","","","","","","-0.352141612","","","","","","","","","","","","","",""
"32.57842","-122.81173","83","90","1984","1","9","1.6794126955118","5","0.80635263307398","-0.151345925","","","","","","","","","","","","","","-0.556261595","","","","","","","","","","","","","",""
"32.57842","-122.81173","83","90","1995","7","16","1.3782642049382","1","0.821883507153","-0.076900256","","","","","","","","","","","","","","-0.241665447","","","","","","","","","","","","","",""
"32.57842","-122.81173","83","90","2014","11","17","1.4411994254619","1","-0.25564973760276","-0.105793418","","-0.18583195653963","0.021842393018762","-0.10439323598072","-0.28335023796714","-0.20442869605007","","","","0.028572706607712","0.30469520630154","-0.030336620643438","-0.025555413173453","-0.359303814","","","","","","","","","","","","","",""
"32.57842","-122.81173","83","90","2016","4","10","1.7720444947916","9","0.40385228308591","-0.145468543","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.65128","-119.48228","90","53","2016","11","10","2.1252207910303","7","0.34530211884175","-0.119716692","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.65128","-119.48228","90","53","2016","4","5","1.455121961","1","0.92195575180171","-0.272638896","-0.095989091","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.65128","-119.48228","90","53","1992","4","19","2.2685504847076","3","0.82924988674767","0.033844861","","","","","","","","","","","","","","-0.389005006","","","","","","","","","","","","","",""
"32.65128","-119.48228","90","53","1983","8","18","1.7027523595329","4","1.056738091058","-0.155845472","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.65128","-119.48228","90","53","2019","4","7","1.3698552863227","7","0.7533280895412","-0.221116686","","","","","","","-0.21973709315262","-0.97965734967775","-0.46470627630307","0.30946464590026","0.63770547584682","-0.077360787768691","-0.177857391791","","-0.61030989670848","-0.64818012674052","1.3842604830249","-0.99784415289159","-1.0774729399981","-0.51025915203091","-1.3454487329177","-0.83875672617952","-0.52431881262692","-1.1963947819076","","","",""
"32.65128","-119.48228","90","53","2016","4","6","1.5093631182063","2","","","","","","","","","0.099021669471795","-1.1143559235752","-0.85116646729167","0.27912959690534","0.30431746381947","0.04687560872961","-0.3647962330139","-0.159977671","0.880822109073","0.71796506211944","1.7388230751987","1.8384900375833","0.9288796548786","0.17145974889728","1.3950004221937","1.3294084986781","-0.52431881262692","1.3380216280272","","","",""
"32.65128","-119.48228","90","53","2016","11","11","2.2202531460862","8","","","","","","","","","-0.085487193807","-0.41644339647431","-0.61013577592573","0.31276850978124","-0.44834868874102","-0.030433876145359","-0.35850887239907","","-0.40612326028692","-0.26735631441571","-0.79188858075822","-0.903305933136","-0.44045308242257","0.10024072219086","-0.34900807713535","1.0722866955023","-0.78431930825642","-1.1212906610025","","","",""
"32.65166667","-119.4816667","90","53","2016","4","6","1.5093631182063","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.1665939748476","-1.4666253516694"
"32.65167","-119.4817","90","53","1992","4","19","2.2685504847076","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.1665939748476","0.13934444893077"
"32.655","-121.0333333","87","70","2016","4","9","1.2720463099973","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.9693520921333",""
"32.65619","-121.03339","87","70","2016","4","9","1.2720463099973","1","","","","-0.41698297666601","0.09610099153475","-0.97340509180724","0.27683754033251","-0.56334656501497","","","","0.037412010317085","-0.087850411880662","-0.090102526540242","-0.2698070763046","0.38643303","","","","","","","","","","","","","",""
"32.65619","-121.03339","87","70","2020","10","18","1.6542651987641","2","","","","-0.093985716680934","-0.02044299029921","0.05010752924966","-0.050633027034865","0.11295860071799","","","","","","","","","","","","","","","","","","","","","",""
"32.65619","-121.03339","87","70","2020","10","17","1.5407482154889","1","","-0.305665546","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.65619","-121.03339","87","70","2017","11","23","1.7830138663272","4","0.84270055229678","-0.104543902","","-0.2240467529569","-0.48002312519825","-0.36668336347451","-0.24786696703704","-0.65912371828824","","","","","","","","","","","","","","","","","","","","","",""
"32.65666667","-119.4816667","90","53","2019","4","7","1.3698552863227","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1549573399166","0.9809883196239"
"32.67833","-117.875","93","35","1991","2","26","1.5891632644588","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.2293433137221","0.043300786896111"
"32.67833333","-117.8733333","93","35","2014","7","6","2.0680244864871","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.34229211947664"
"32.67971","-117.87286","93","35","2014","7","7","2.058845838909","3","0.1221742448545","-0.181374064","","","","","","","","","","0.11165755723778","-0.43593949408885","-0.1917425213151","-0.43796148408992","","","","","","","","","","","","","","",""
"32.67971","-117.87286","93","35","2014","7","6","2.0680244864871","2","-1.5092923309545","-0.431325665","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.67971","-117.87286","93","35","2006","7","9","1.3330078122539","1","0.093940282167595","-0.055263164","","","","","","","","","","-0.49102891423821","-0.78845609477918","0.17739365601953","-0.10561563483153","","","","","","","","","","","","","","",""
"32.67971","-117.87286","93","35","2018","6","10","1.5418796212698","2","0.056586747351394","0.206072377","","","","","","","","","","-0.009238090637723","0.58232614462309","0.022256702949832","0.11754697570307","","","","","","","","","","","","","","",""
"32.67971","-117.87286","93","35","2020","7","13","2.6781457641575","8","","0.12355648","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.67971","-117.87286","93","35","1984","7","7","2.4775404768697","2","0.13891493461522","-0.085266993","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.68","-117.8716667","93","35","2018","6","10","1.5418796212698","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.6599559431113","-1.2936595911555"
"32.68","-117.8733333","93","35","2006","7","9","1.3330078122539","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.2936595911555"
"32.75","-117.75","93","33","2014","7","7","2.058845838909","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.19464595709148","",""
"32.75","-117.75","93","33","2015","6","20","1.6072501042804","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.19464595709148","",""
"32.75","-122.5","83","85","2016","4","11","1.8280028196131","10","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.88953949432758","","",""
"32.75","-122.25","84","83","2016","4","11","1.6651663600746","3","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.95977983827647","","",""
"32.75","-120.75","87","66","2016","4","9","1.3626326439674","2","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.281211738893","","",""
"32.75","-119.5","90","52","2016","4","6","1.3461804788078","2","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.89816175659688","-0.502054224705","",""
"32.75","-119.25","90","50","2016","4","6","1.5093631182063","2","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.0718848784022","-0.85392710811221","",""
"32.75","-121","86","69","2016","4","9","1.2720463099973","1","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.0545522947823","","",""
"32.75","-119.25","90","50","2019","4","7","1.3698552863227","7","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.0718848784022","2.5368907828501","",""
"32.75","-119.5","90","52","2019","4","7","1.5071694088684","6","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.89816175659688","2.8887636636687","",""
"32.81666667","-123.905","80","100","2016","4","14","1.9205948142967","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.3965357014702",""
"32.81667","-123.90599","80","100","2016","4","14","1.9205948142967","6","","","","","","","","","-0.30268063292049","-0.28547014622469","-0.45045072686058","0.27541609383545","-0.11174379746021","-0.043216831377859","-0.33950642350139","-0.39143444","-0.35593476874625","0.96973135513966","-0.66328299459216","-0.28938989106746","-0.30677207855569","0.67187641538522","0.059700722658621","0.76297987710208","-0.67819144786217","0.38232513397152","","","",""
"32.81667","-123.90599","80","100","2016","4","13","1.875507122741","5","-0.35579897517177","-0.13616961","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.81667","-123.90599","80","100","1996","2","13","2.2794538756215","11","0.28082960955581","-0.046113376","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.81667","-123.90599","80","100","2004","1","18","1.7174647243084","6","0.27382065723678","-0.107888995","","","","","","","0.1915787575558","-0.37114839931663","-0.38003994599284","","","","","-0.161484295","","","","","","","","","","","","","",""
"32.81667","-123.9067","80","100","1996","2","12","1.8288992216833","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.95661077100612"
"32.81667","-123.90599","80","100","1996","2","12","1.8288992216833","10","","","","","","","","","","","","","","","","-0.184965391","","","","","","","","","","","","","",""
"32.81667","-123.90599","80","100","2020","10","19","1.5741769982169","4","","0.134508385","","","","","","","","","","","","","","","-0.21761387583184","-0.78987195488949","-0.84220830479442","0.49725133527588","-0.26419485189635","0.42917867850653","-0.67157527393122","1.3426720191942","-0.33930061134964","-0.84947844604999","","","",""
"32.81667","-123.90599","80","100","2019","11","16","1.7382511458768","3","0.25774502449861","-0.002913602","0.022186449","","","","","","0.031601814771497","-0.14158278926805","-0.23408626492609","","","","","","","","","","","","","","","","","","",""
"32.81667","-123.90599","80","100","2020","10","20","1.6706720594832","5","","","","","","","","","-0.10193709359872","0.11368971583526","-0.14514518158931","","","","","","","","","","","","","","","","","","",""
"32.81667","-123.90599","80","100","1984","2","18","1.8711177685716","1","0.21714336801297","-0.08384692","","","","","","","","","","","","","","0.263053482","","","","","","","","","","","","","",""
"32.84637","-117.53122","93","30","2014","7","7","2.3950244358935","3","0.21435032669691","0.147340867","","","","","","","","","","-0.40658709267746","-0.056895719004178","-0.054309526588541","-0.14387685624493","","","","","","","","","","","","","","",""
"32.84637","-117.53122","93","30","2014","7","6","2.3491000164473","2","-1.4171162491121","-0.904041697","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.84637","-117.53122","93","30","2020","7","13","2.6245346016767","7","","0.388277678","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.84666667","-117.5316667","93","30","2014","7","6","2.3491000164473","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1623421382682","0.73863701752554"
"32.91166667","-117.395","93","28","2014","7","6","2.3316208019236","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3632223923129","0.31595532483972"
"32.91176","-122.12858","83","80","2016","11","15","1.4791493294577","6","-0.08058952893048","0.069697703","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.91176","-122.12858","83","80","2016","4","10","1.60294314","4","0.49110425694048","0.162280051","0.186550753","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.91176","-122.12858","83","80","2016","4","11","1.5846809411102","5","","","","0.13888665678854","-0.27149454785833","-0.24906858461521","-0.28038058222941","-0.82407840877501","","","","","","","","0.004445696","","","","","","","","","","","","","",""
"32.91176","-122.12858","83","80","2020","10","21","1.7805679140681","7","","0.043320104","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.91176","-122.12858","83","80","2020","10","22","1.5338744791172","8","","","","0.12013516827209","0.011962054548625","-0.028593626590524","-0.21383607099205","0.0094180697201152","","","","","","","","","","","","","","","","","","","","","",""
"32.91176","-122.12858","83","80","1996","2","10","1.3714482536358","1","1.4107532993771","-0.080694103","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.91176","-122.12858","83","80","1998","6","21","1.2147476904914","8","","0.022265365","","","","","","","","","","","","","","-0.379384445","","","","","","","","","","","","","",""
"32.91304","-117.39438","93","28","2014","7","6","2.3316208019236","5","0.27210885494773","0.101689611","","","","","","","","","","0.12204436309394","-0.26050412360212","-0.25172072332266","-0.64364540828732","","","","","","","","","","","","","","",""
"32.91304","-117.39438","93","28","2020","7","13","2.413420201498","7","","0.28574685","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.91304","-117.39438","93","28","2020","10","11","1.435320010691","10","","0.05007028","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.91795","-118.93551","90","45","1992","4","18","1.861454695209","15","","","","","","","","","","","","","","","","-0.206424837","","","","","","","","","","","","","",""
"32.91795","-118.93551","90","45","1983","8","18","1.8885944836286","5","1.0124756710798","-0.25027066","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.91795","-118.93551","90","45","1992","4","19","2.2463491660583","16","0.23079080322852","0.068692245","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.91795","-118.93551","90","45","2016","11","11","1.9099703882354","5","0.29389310193655","0.066538012","","","","","","","","","","","","","","","0.23283540922301","-0.37148746823745","0.87850880626935","0.48503326754162","0.21385793452824","0.73185923060679","0.38075565480032","-0.40811193889178","1.5497413859392","1.1753947550029","","","",""
"32.91795","-118.93551","90","45","2016","11","12","1.7874086873383","6","","","","-0.16921514686421","-0.095138205351256","-0.09115665762603","-0.022014020797087","0.10577581951765","-0.12869404220763","0.015150524103212","-0.38446322921101","0.022223001534055","0.19372029875795","0.096831097621615","-0.039076627613944","","","","","","","","","","","","","","",""
"32.91833","-118.9333","90","45","1992","4","18","1.861454695209","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.3015386731455","0.52092312239815"
"32.94905","-117.27357","93","26","2020","7","12","2.2551106896942","6","","0.239685549","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.94905","-117.27357","93","26","2020","10","10","1.3333298182012","9","","-0.20083321","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.94905","-117.27357","93","26","2014","7","6","2.3316208019236","5","","-0.577370366","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.95637","-117.30538","93","27","2014","7","6","2.331620802","5","0.4157680307486","0.08686742","0.206635537","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.95637","-117.30538","93","27","2020","7","12","2.2551106896942","6","","0.149356286","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.95637","-117.30538","93","27","2020","10","10","1.3333298182012","9","","-0.008121337","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.95666667","-117.3066667","93","27","2014","7","6","2.3316208019236","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5114995245232","0.74545999601132"
"32.98953","-120.34964","87","60","2004","1","13","1.8927591301056","9","1.2150004969582","-0.155258559","","","","","","","0.28721486095605","-0.83286593847821","-0.60301505308659","","","","","-0.027339046","","","","","","","","","","","","","",""
"32.98953","-120.34964","87","60","2016","4","9","1.5562047741093","2","","","","-0.47860064133187","0.061118581596249","0.084203526508344","0.3332124729258","0.6482696214492","","","","","-0.4157145757733","-0.01130378437648","-0.19416001038146","0.627526498","","","","","","","","","","","","","",""
"32.98953","-120.34964","87","60","2016","11","14","2.5573186634331","6","","","","-0.28447236698096","-0.76242397511024","-0.51170383173108","-0.38409979643381","-0.6264608814081","","","","0.28812510627882","-0.61468456507382","-0.046798776000555","-0.51063072185054","","","","","","","","","","","","","","",""
"32.98953","-120.34964","87","60","2015","7","18","2.0253162449061","17","0.5539714059076","-0.191196116","","-0.38742594219765","-0.42077680316908","-0.39098873403006","-0.48053817129505","-0.98813874036241","","","","0.44016639990693","0.21469252559321","0.091031225423152","-0.27904353150762","","","","","","","","","","","","","","",""
"32.98953","-120.34964","87","60","2015","7","17","3.4966754554354","16","","","","","","","","","","","","","","","","-0.422871151","","","","","","","","","","","","","",""
"32.98953","-120.34964","87","60","2020","10","18","1.9299119979905","4","","","","-0.18993541473864","-0.17852173682738","-0.20264313159158","-0.15244545750156","-0.04565047906133","","","","","","","","","","","","","","","","","","","","","",""
"32.98953","-120.34964","87","60","2020","10","17","1.7229669729399","3","","-0.406583727","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.98953","-120.34964","87","60","2016","4","8","1.4419042564881","1","0.63313253793181","0.555692277","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.98953","-120.34964","87","60","2016","11","13","2.1299880347823","5","0.43717792661417","0.035980336","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32.99","-120.35","87","60","2015","7","17","3.4966754554354","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.47423238375459","-1.085300876979"
"32.99","-120.3466667","87","60","2016","4","9","1.5562047741093","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.37582063358091"
"33","-120.25","87","59","2016","4","9","1.5562047741093","2","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.1772322305543","-0.36313645017758","",""
"33","-124","79","100","2016","4","14","1.965295502626","5","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.53198403557272","","",""
"33","-123.75","80","97","2016","4","15","1.7207292354532","7","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.89317117752412","","",""
"33","-123.5","80","94","2016","4","15","1.6737345627224","7","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.6405389240337","","",""
"33","-120.5","86","62","2016","4","9","1.5129229452114","2","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.3288014628615","-0.15377320191788","",""
"33","-122","83","78","2016","4","11","1.5846809411102","5","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.0589225948642","-0.2068113294097","",""
"33","-121.75","84","75","2016","4","11","1.4006276248093","4","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.88624882278921","","",""
"33.15","-123.22099","80","90","2016","4","15","1.9424663033994","12","","","","","","","","","-0.020904271727065","-0.21878959931764","-0.16673679453603","0.23497264992385","0.14659820604071","0.11813946621037","-0.26180392944267","","","","","","","","","","","","","","",""
"33.15","-123.22099","80","90","2016","4","14","2.2684822095173","11","-0.31786608725951","0.107337973","","","","","","","","","","","","","","-0.162152612","","","","","","","","","","","","","",""
"33.15","-123.22099","80","90","1998","2","8","1.3223151287878","5","0.21203782897601","-0.023577408","-0.081779088","","","","","","","","","","","","","-0.628957545","","","","","","","","","","","","","",""
"33.15","-123.22099","80","90","2004","7","25","1.7396268927479","8","-2.4711686563803","0.12006962","","","","","","","0.14947222842567","0.46271224778378","0.50405386284774","","","","","0.413888156","","","","","","","","","","","","","",""
"33.15","-123.22099","80","90","1992","10","7","1.4913568960307","5","","","","","","","","","","","","","","","","-0.053124204","","","","","","","","","","","","","",""
"33.15","-123.22099","80","90","2014","11","19","1.8261065615605","10","","","","","","","","","","","","","","","","0.42399705","0.079910083502645","0.82751303023281","0.8425889087739","0.43819050638632","0.10063352681355","0.14487038557995","0.40477027628471","1.2759198020441","1.8386140674637","1.0429612281874","","","",""
"33.15","-123.22099","80","90","2014","11","20","1.7467167538762","11","-0.09514813438552","0.015125134","","","","","","","-0.039373925892693","-0.021745210872614","-0.15702878675846","-0.10598543748464","0.37821135796482","0.10815685638096","-0.030845701875738","","","","","","","","","","","","","","",""
"33.15","-123.22099","80","90","2019","11","16","1.6094113689648","3","0.6357360405886","-0.018303413","","","","","","","0.042296120558627","-0.46890324221483","-0.58584536190356","","","","","","-0.33979730340871","-1.1033709978748","-0.94267444984497","1.146487955715","-0.13638686524599","0.40378789433194","-0.0092199436922862","1.5795081784331","-0.41143317295587","-0.76385510817915","","","",""
"33.155","-120.0066667","87","55","2004","1","12","1.58122009854","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.5040088833441"
"33.15619","-120.00678","87","55","2004","1","13","1.6038018341988","5","1.0986731618005","-0.077123209","","","","","","","","0.22326550017632","-0.76174776337959","","","","","","","","","","","","","","","","","","",""
"33.15619","-120.00678","87","55","2004","1","12","1.58122009854","4","","","","","","","","","","","","","","","","-0.083773792","","","","","","","","","","","","","",""
"33.15619","-120.00678","87","55","2016","11","14","2.1808668589926","6","","","","-0.18860292799204","-0.43737354934353","-0.46867167894657","-0.53301139318852","-0.63639995969459","","","","0.53507172642074","-0.37461699417217","0.044681519062811","-0.47032791784108","","","","","","","","","","","","","","",""
"33.15619","-120.00678","87","55","2016","11","13","1.9762561650593","5","0.15787016281325","0.033157595","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33.15619","-120.00678","87","55","1992","7","9","2.6488211553916","7","0.94512273093194","-0.26362995","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33.15619","-120.00678","87","55","1992","7","8","2.7840029755574","6","","","","","","","","","","","","","","","","-0.287589256","","","","","","","","","","","","","",""
"33.15619","-120.00678","87","55","2015","7","17","2.5828193228555","9","0.91405121106702","-0.226877147","","-0.26448966962624","-0.24340226355305","-0.33080547446245","-0.67225418230487","-1.2251924236447","","","","0.66667617782484","0.40857618802269","0.019278225174407","-0.1309360869254","","","","","","","","","","","","","","",""
"33.15619","-120.00678","87","55","2015","7","16","1.0427305986756","8","","","","","","","","","","","","","","","","-0.249244264","","","","","","","","","","","","","",""
"33.15666667","-120.0066667","87","55","2015","7","16","1.0427305986756","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.20067645999"
"33.15667","-120.0067","87","55","1992","7","8","2.7840029755574","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.4273930534319"
"33.18462","-118.38708","90","37","1983","9","13","1.4812768216947","4","0.35996031527933","-0.150535193","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33.18462","-118.38708","90","37","2016","11","12","1.6592649757539","4","","","","","","","","","0.35305569155446","-0.099153549205655","-0.12435950179414","0.60212755379744","0.20025243043579","0.2102886393687","0.006976745907521","","-0.85169744535735","-0.017207614244929","-1.0127698032903","-0.65504673901784","-0.82439807457405","0.41854520025445","-0.0024924038363306","-0.36754718842627","-0.6300935074388","0.40013833908509","","","",""
"33.18462","-118.38708","90","37","2016","11","11","1.7161555315629","3","-0.16156594596173","-0.023168462","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33.18462","-118.38708","90","37","1997","7","7","1.573696841152","3","0.088276798931832","0.053898985","","","","","","","","","","","","","","-0.235018346","","","","","","","","","","","","","",""
